building_floors,x_coord,y_coord
5.0,23.267343988357688,55.91422968801378
5.0,23.324960751900964,55.92435093250155
5.0,23.324281997238945,55.93853212645279
5.0,23.322355332314306,55.93429032934202
5.0,23.320875119499526,55.93382402202886
4.0,22.943677167470376,56.000782614884834
5.0,23.27641486677435,55.91072582603161
5.0,23.30162109180908,55.933905043644344
4.0,23.332262315068995,55.92216282044824
5.0,23.245009026288955,55.90706966194671
4.0,22.94101567527754,56.002547548356965
5.0,23.254753211679855,55.91684023561515
9.0,23.259833020944782,55.9088216004506
3.0,23.315953344671705,55.93067952598367
5.0,23.256125687553418,55.91701023550324
3.0,23.317866392639143,55.95568213929133
5.0,23.321675401011326,55.93198681718339
5.0,23.313310198987192,55.933548521756954
5.0,23.28429491390117,55.91361066461106
4.0,23.241913820894425,56.08931574401443
3.0,22.936078793192838,56.00016928716643
2.0,23.30441732512103,55.90645827082235
1.0,23.25459305157247,55.90017475608638
5.0,23.308789000199027,55.93670339437033
2.0,23.261284876157188,56.1039681072963
3.0,23.314449275028014,55.92976383364286
1.0,22.934306814611233,56.00047740086051
3.0,23.315117649957056,55.93178883561141
5.0,23.313999083205477,55.93350744181529
5.0,23.267740423362866,55.90168201976267
12.0,23.27880487970681,55.91380323072751
5.0,23.258434420452755,55.91590121254348
2.0,23.29514024722556,55.943561324064795
3.0,23.29620341197735,55.941429331683004
3.0,23.312852552744616,55.9322792987661
5.0,23.24851909166485,55.910810325831584
5.0,23.281400503809493,55.91616310341474
5.0,23.323949522894345,55.92361772452927
5.0,23.263931651795964,55.9153502543419
5.0,23.280288686944974,55.91573438617961
2.0,23.23793618062134,55.912982211461284
5.0,23.247809677816026,55.91192894105647
4.0,23.31985419713099,55.926326163939315
9.0,23.2660237787254,55.90706193732333
1.0,23.32835080115072,55.93741347186089
5.0,23.273126342856624,55.90269313420817
5.0,23.308555018003673,55.93366566341343
5.0,23.270403579562135,55.90888467102266
4.0,23.31797787984871,55.92656732861906
5.0,23.259611568905747,55.91876506166648
2.0,23.356506793480154,55.954623279672184
9.0,23.257003320664285,55.91545239455662
5.0,23.292517116767627,55.91973102749589
2.0,23.30816044199397,55.92617121485044
3.0,22.930051339356634,55.99841022833894
5.0,23.244177188605192,55.913658499444026
5.0,23.250208331705146,55.91610295384925
2.0,23.30994500186521,55.922992081083436
5.0,23.274412526893094,55.90232340928111
1.0,23.212486691341265,55.87829809364245
5.0,23.31500201375454,55.92836548364067
2.0,22.9389926683546,56.00440775698185
2.0,23.314581801772615,55.91228267634218
5.0,23.29260647934093,55.94117516428116
5.0,23.322109271544846,55.922718246029305
1.0,23.274608482365135,55.90981684613066
2.0,23.287210966432824,55.921191703238016
5.0,23.258173015867044,55.91283624715888
5.0,23.25688528324989,55.91242422480357
2.0,23.296101245455915,55.92234779575977
4.0,23.35754646325341,55.95469158756523
5.0,23.249333403226355,55.91336662317543
2.0,23.295008126015908,55.91910747905752
5.0,23.248901612121802,55.91501696588973
5.0,23.257358052756288,55.90777359253769
5.0,23.245256507983544,55.90750239025559
5.0,23.263814306371035,55.904659123232975
5.0,23.25428966068064,55.90682076190944
5.0,23.311033952093048,55.93195472058278
5.0,23.262761295987467,55.9062159640546
5.0,23.25718288815029,55.91610029325053
5.0,23.324393955652802,55.92750102971878
1.0,23.295182848840568,55.921821500840835
5.0,23.26731583509615,55.90724031802028
3.0,23.297429106355168,55.92323576006254
2.0,23.305647701479803,55.92978641152005
3.0,23.24919072822006,55.90916144575899
1.0,23.317470799857738,55.93720994908577
5.0,23.25565242985805,55.912488649068415
2.0,23.28501606358133,55.9413469592211
4.0,23.2960356039798,55.947150850731234
1.0,23.314059549219966,55.93008507004568
6.0,23.316139774592664,55.92918031844678
5.0,23.28134796106258,55.90516694321953
12.0,23.267231723310914,55.91254909690194
5.0,23.311501401344927,55.92274026791049
5.0,23.28182826636949,55.917252605468455
3.0,23.3167068949218,55.93696316132783
4.0,23.30754004659229,55.91519886687901
5.0,23.264323007868853,55.91580176965488
2.0,23.317470117756454,55.93360757020652
5.0,23.24828651267941,55.912084572696926
5.0,23.252943113931916,55.90948072048025
5.0,22.95457049723083,55.98684288053101
2.0,23.327040582596315,55.85323064198324
5.0,23.307654479208484,55.93031874773381
5.0,23.269556154962263,55.90036323524713
2.0,23.319249494166034,55.919746905128655
4.0,23.358486091977728,55.95403170865609
1.0,23.33091482793551,55.85454540237448
5.0,22.94218309485461,56.00265638855693
1.0,23.33484954933013,55.94017969754861
5.0,23.259526830030506,55.911460925905935
2.0,23.260276634894495,55.91828394583058
1.0,22.94086759396046,56.00620264873367
5.0,23.30918050260511,55.931791622875174
2.0,23.33957676077947,55.93422213922832
3.0,23.318576316241835,55.93167326095973
9.0,23.263107841043233,55.912398724518084
5.0,23.306956089826663,55.929102049353176
4.0,23.32498406584122,55.939578056898604
5.0,23.24919367480358,55.9148031410742
4.0,23.3250100700176,55.92519565071968
5.0,23.243611099975684,55.904940960792416
5.0,23.32311554392929,55.937501608452706
5.0,23.254833846916394,55.91764025946099
5.0,23.262298488772032,55.91964360215601
4.0,23.424702887683967,55.92332092208902
3.0,23.323836626908598,55.92734525287453
5.0,23.26141654051435,55.91638627416652
2.0,23.213116249655986,55.87640657096286
1.0,23.360450225580898,55.95435633645225
2.0,22.948020580090922,55.97958221139641
5.0,23.319778092435122,55.92975743621672
3.0,23.419208961106982,55.8648666305637
5.0,23.247286624396633,55.910856701474124
2.0,23.300212384457613,55.93481336698242
5.0,23.28052340029899,55.914289408239675
5.0,23.257510959272523,55.9089783116774
12.0,23.27114179659846,55.9044871004198
2.0,23.41398445971039,55.86490475325033
2.0,23.313179950820988,55.92462718901451
5.0,23.31671197089083,55.92485345022126
3.0,23.3075371557323,55.92433507890865
3.0,23.315368279268725,55.93028100277348
5.0,23.356848158585425,55.91374136116219
5.0,23.307581571768193,55.94965976904389
9.0,23.2606388811149,55.91101842856959
5.0,23.30075192699092,55.935957333514395
5.0,23.286962419847384,55.91468619203482
5.0,22.949639099134117,55.99080771044715
4.0,23.328093554017205,55.955971888193844
2.0,23.313074572680147,55.92244361114316
5.0,23.288906997759298,55.9185603497863
3.0,23.30880206674792,55.93147507822311
1.0,23.343893951779965,55.914562406101886
5.0,23.28295715103692,55.91415986339887
5.0,23.278282686434082,55.91005403554326
5.0,23.328376796950614,55.920183296792466
4.0,23.32543837439452,55.92632991610113
5.0,23.243136748552157,55.90384205005224
4.0,22.958489298426,55.99904897656834
2.0,22.955965188834764,55.98385413398275
5.0,23.260768397026457,55.918502503022125
4.0,23.309998552184908,55.93708748004703
1.0,23.332087548548177,55.85414751090025
5.0,23.346853093257828,55.92313040843889
5.0,23.304989112238747,55.93171414936691
5.0,23.251112910012758,55.91398833736358
2.0,22.935001258004796,56.00437335280108
3.0,23.32409918049799,55.93524317289064
1.0,23.296238165873792,55.93421578727178
5.0,23.255981899349973,55.917835853657515
3.0,23.262801494522023,55.909998282584176
5.0,23.244478280656633,55.90804561671519
4.0,23.312051285595988,55.933245043906744
1.0,23.32736679224885,55.85283714726621
5.0,23.31950700312599,55.92239845993978
5.0,23.25976570729361,55.91907142853692
3.0,23.264058076683988,55.912898501057676
5.0,23.299252553959892,55.93478994482086
1.0,23.331635290002776,55.852581911313806
5.0,23.32299115102549,55.93270374902887
4.0,23.325857845441984,55.925209276290566
3.0,23.314175155025065,55.931693757965405
4.0,23.316185019461667,55.93297160076513
2.0,23.314739448869577,55.934176339541715
5.0,23.257884469567433,55.909519576377
5.0,23.28515547614125,55.91291494626527
3.0,22.95631706646206,55.98268922854669
3.0,23.31559752417254,55.93089315359421
2.0,23.31838503828415,55.92524900863705
1.0,23.29113975703406,55.92858085402593
4.0,23.314394721648824,55.9246968400036
5.0,23.2469184240651,55.91169890590944
5.0,23.302068961235168,55.93213783326815
1.0,23.31279608462944,55.928236413425516
5.0,22.941898593292784,56.00133334139934
5.0,23.288250604182487,55.93604745579352
5.0,23.338295370056706,55.92395613689677
2.0,23.34064402326664,55.8590986827259
5.0,23.26799616848767,55.90423487161799
4.0,22.93894304117862,56.003293348980854
4.0,23.32435439631578,55.92701570452507
4.0,23.315259272219844,55.92466571443396
3.0,23.239976659078103,55.914153699172445
5.0,23.243542338897633,55.90436558950558
5.0,23.265408047470384,55.90494712999913
5.0,23.257272720873683,55.91809518286046
5.0,23.360489667192848,55.90435460893646
2.0,23.311895254942943,55.945659337937236
2.0,23.327424883089968,55.921570544635664
5.0,23.290019554133202,55.91983344377778
4.0,22.947284457723224,56.006086898974736
5.0,23.28469964536283,55.917691538685276
5.0,23.287701100068155,55.9136573598224
5.0,23.25472583456265,55.90826077243089
5.0,23.24893813376152,55.915610103416526
1.0,23.34040197225461,55.86395749741744
5.0,23.256314149323188,55.90800086629802
3.0,23.32315055514586,55.93824742891996
9.0,23.255566771746288,55.91362005948209
5.0,23.251171146884744,55.91179670282292
2.0,23.309053877891216,55.938007484908404
5.0,23.26273161617436,55.91368112090042
2.0,23.21096668175264,55.878387181185964
5.0,23.261831017290312,55.9139362499473
5.0,23.260373149672464,55.90901349992543
5.0,23.29024333955517,55.93735257435524
3.0,23.313917893880447,55.93085686131591
5.0,23.276801578097416,55.91486950957031
5.0,23.289610158117743,55.93784301767662
9.0,23.271312575519133,55.90987824277106
2.0,23.326300979583024,55.92825710198616
2.0,23.30164605315305,55.92184034318602
1.0,23.299017758234427,55.9362708853844
5.0,23.339945631341273,55.92382125418805
3.0,23.324641404271382,55.93995348491982
1.0,23.244100785966292,55.90936388545283
4.0,23.35994010620699,55.9551891465649
3.0,23.317365741463703,55.93135213763476
2.0,22.93652458956941,56.00320064735776
3.0,23.289145978364584,55.939592122022816
9.0,23.26390578208837,55.91671559869619
5.0,23.243300042856834,55.90448987112635
13.0,23.261669319546733,55.91486956997666
5.0,23.26053083927243,55.916695384436906
2.0,22.97023989424266,55.991224040126475
1.0,23.324717184654578,55.85090913164384
5.0,23.358355256615422,55.91546506614454
5.0,23.32211193058861,55.9216492247582
5.0,23.271140618027456,55.91478224124407
5.0,23.332522200664414,55.852083643765425
2.0,23.343218473297384,55.92518626787226
2.0,23.27088363138836,55.910576421100416
5.0,22.951061742478558,55.987989947766415
3.0,22.934963733320842,56.00515461247096
5.0,22.943807213143675,56.001304784331225
3.0,23.3128736486997,55.92656591619521
5.0,23.302664462741966,55.93373128344811
5.0,23.24044195037184,55.90753567744946
4.0,23.423398634161053,55.922802769015334
5.0,23.246998471628814,55.914996362697295
1.0,23.333616025335445,55.92905149800115
5.0,23.287773496213156,55.93675439521671
4.0,22.92422301835667,55.989501544736555
5.0,23.320087306867315,55.92580640820982
3.0,23.314756904332086,55.944067243225945
5.0,23.261964677957305,55.91532051746299
3.0,23.30556313603365,55.93093582221321
1.0,23.275761366368,55.915752768081475
1.0,23.327940433593948,55.85198683990205
1.0,23.306430151690574,55.938837191606474
5.0,23.25394276541807,55.91739230986103
1.0,23.345723914821864,55.918929131020576
5.0,22.940206752403054,56.00457091938064
5.0,23.268562207714467,55.90219896636389
1.0,23.285631725425592,55.93572686077126
5.0,23.301803587207782,55.93443610395275
5.0,23.28264838982501,55.90575845510552
3.0,23.311695579344114,55.93344967744745
4.0,22.945504180127386,56.003160967855116
3.0,23.314315442457378,55.92828081293823
2.0,22.93924727709867,55.99804048875729
5.0,22.940072422088846,56.00244960767094
9.0,23.266123163399357,55.90772731274148
4.0,23.323989605445103,55.91671861908952
5.0,23.283160599272154,55.917871246087614
1.0,23.30383135160326,55.923990786812034
5.0,23.275218333775083,55.9037026383016
2.0,23.36198527121481,55.95837988074357
3.0,23.325976572297172,55.943257726966635
4.0,23.311955998970657,55.93591260660467
5.0,23.31503909615649,55.92444888653004
5.0,23.257507417921257,55.91585969401658
5.0,23.246482334769617,55.91439130777621
5.0,23.30049913613975,55.934886863212995
4.0,23.309125887343612,55.93755871461241
2.0,23.302246099027524,55.93919985922403
1.0,23.310193119627524,55.92613769560839
5.0,23.251398824313934,55.913262407117706
5.0,23.24007872119926,55.90729986385526
5.0,23.33058570549828,55.8551095786247
5.0,23.259503989724447,55.91182013080622
2.0,23.311439858819643,55.91357674555235
3.0,23.309344827268273,55.92525256000051
2.0,23.309701332750635,55.92679971979531
5.0,23.323702113439435,55.92220595817731
9.0,23.266313950166545,55.91202258764642
4.0,23.315375858627487,55.92531317407693
5.0,23.286620598003555,55.91587902232873
3.0,22.927167663263784,55.99544749083364
9.0,23.262302798654108,55.91099247130322
5.0,23.277409950546712,55.91312128994606
5.0,23.256650507103487,55.90964688859675
5.0,23.267976959567612,55.90270755210717
5.0,22.953019225276584,55.98790776445878
5.0,23.326517260790652,55.950842720068536
5.0,23.261849591925092,55.9104327756691
4.0,23.281700758716617,55.93106851700532
4.0,23.136393147348812,55.98151281072219
5.0,23.258789903405404,55.91319930308859
5.0,23.300544797853522,55.93857035294765
3.0,22.936511267876067,56.00368565342223
1.0,23.331179523883147,55.85494211891696
4.0,23.30465987745666,55.924184119676426
9.0,23.259635431814733,55.912476720440765
5.0,23.252529732272755,55.91683574680048
5.0,23.32850739069044,55.94964081397411
5.0,23.29995355615131,55.935853981686385
5.0,23.255349866266386,55.915756834233825
5.0,23.264320434685427,55.912558693433404
5.0,23.32378140962334,55.92408394340033
3.0,23.314125169781303,55.9345232773972
5.0,23.319574279975402,55.93043007216285
5.0,23.30168170107449,55.93320467473539
5.0,23.302448800919517,55.93237355521892
5.0,23.258123915808888,55.91792064129566
5.0,23.356426511672634,55.91215806542352
5.0,23.303816672763464,55.93462716484913
1.0,23.327511570287196,55.933195645865645
2.0,23.31671497366535,55.92468278047133
2.0,22.942813263925743,56.00658767479569
1.0,23.286827974735623,55.93769219341578
1.0,23.280535022596634,55.937844262698235
3.0,23.30206847294658,55.92326213149064
5.0,22.94200645271168,56.00207991537354
2.0,23.325797138347323,55.94252908490716
5.0,23.25011682730242,55.91172740350479
5.0,23.2654212587492,55.90340203618608
5.0,23.335681531486475,55.925235690921134
3.0,23.317338358971114,55.95929954489689
4.0,23.270159158274204,55.924451697945436
5.0,23.284552188753707,55.912668888104385
3.0,23.318382567633655,55.943620211222175
9.0,23.26336012563794,55.914277795541274
5.0,23.24844784130812,55.912840176437086
5.0,23.256823155710038,55.90981861810725
5.0,23.294460159523254,55.9483905443135
4.0,23.243502983774153,56.089397356600614
12.0,23.264282655034314,55.911175000855934
5.0,23.303312080680872,55.93242335722702
5.0,23.25529264067166,55.91373518861184
3.0,23.314462403660922,55.93083294183204
5.0,22.945597045229295,56.00269460885401
5.0,23.251106958520317,55.91346725477502
1.0,23.305185615018512,55.92967600444608
5.0,23.260179283024232,55.909955609161045
5.0,22.943221607237717,56.001614197489566
5.0,23.343406556451527,55.92352532712588
2.0,23.318594756420296,55.939740526049235
2.0,23.267210102636767,55.91030308080218
4.0,23.282949838491877,55.918022739400556
5.0,23.336283617535646,55.92464602637835
2.0,22.928523038276985,55.99744468216651
1.0,23.324487086210752,55.851285179889985
5.0,23.275209690970264,55.91445589363049
2.0,23.277917705355115,55.91420229227479
5.0,23.25832088083837,55.9184967743822
5.0,23.24442549277608,55.90747034425332
2.0,22.94612711462929,56.007370668246566
1.0,23.31586754435631,55.93464076608736
2.0,23.21490130872646,55.87743311908388
5.0,23.319268059241832,55.9305541493859
1.0,23.317936300940104,55.91891315892952
5.0,23.300669323705574,55.94409590138173
5.0,23.267383018269697,55.91300815782447
5.0,23.265340920285773,55.91188203454451
5.0,23.256501633289297,55.914083867305905
5.0,23.357504462511283,55.91758073251102
1.0,23.312763950124527,55.949940314636876
5.0,23.26720449422327,55.90211902661602
5.0,23.255872405693285,55.90851924482639
3.0,23.311164955891435,55.92908073611263
5.0,23.2559323855684,55.91457452540493
2.0,23.320456021162073,55.931252435663865
9.0,23.25676859728254,55.91768788251407
9.0,23.296997490905007,55.92321533073529
3.0,23.32310249636163,55.92631710389708
5.0,23.246944583889007,55.908698554488915
2.0,23.262684239720823,55.90606278223722
3.0,23.28405018770538,55.93643636123647
9.0,23.252151384965853,55.91322206082708
