build_year,x_coord,y_coord
1989,23.31888906501437,55.92844093541096
1980,23.302191496689755,55.95024922588208
1986,23.28983636802074,55.920227662760176
1983,23.364700596300434,55.918714039649494
1988,23.300031011359856,55.93510879196044
1959,23.313350575864117,55.92402624578932
1982,23.361045733690233,55.95417077335759
1962,23.324993051930807,55.92617475766047
1990,23.243417254803298,55.90832657782085
1973,23.293570171251563,55.943633184510425
2003,23.29087228584022,55.93095994387966
1954,23.31012082560604,55.9266044326522
1959,23.33142770860649,55.854440386544915
1981,23.295425144934796,55.923457886269276
1969,23.308533716818914,55.92947025363885
1972,23.270169577683056,55.90516409326331
1938,23.315043493895075,55.9341780301791
1990,22.94737493707371,56.00688722102109
1986,23.300320056231246,55.93416716701
1987,23.261966315871643,55.91018193559258
1980,23.260940305184487,55.90526177606799
1965,23.326135594375,55.94977160300571
1976,23.332547491122252,55.92232606866723
1970,22.945047773671963,56.003435559489475
1987,23.27882850491524,55.91597738483901
1930,23.31253156683095,55.9323314090727
1991,23.356533414276484,55.918258408203506
1969,23.2753121265344,55.91153684531281
1983,23.3061023496856,55.92852230007191
1961,22.938641542042827,56.00551871648908
1989,23.248506890744633,55.90813314848031
1985,23.256557718871857,55.91616839002252
1979,23.29022225462202,55.9201220845439
1961,23.322850402624955,55.92517481538038
1987,23.25482451183674,55.90895310386479
1990,23.24845724042892,55.91400809673573
1988,23.274961999183194,55.914014242443955
1967,23.30837509245085,55.90872644095173
1977,23.268622295049976,55.91260227951421
1971,23.265925077341585,55.9029738292319
1989,23.248209668988,55.91026942364939
1959,23.310399957191546,55.931609801079404
1954,23.31944015330665,55.935343295632
1966,23.302030520810792,55.92448367336496
1980,23.288974199417876,55.92013285413547
1970,23.31110488550416,55.944190616493366
1991,23.30082805947949,55.93617336930659
1963,23.324928873326414,55.92986661817173
1963,23.32536619662756,55.92956357525752
1989,23.210467685579825,55.87856365488753
1973,22.948845990770636,55.99227428252681
1965,23.321686525738706,55.9340979961276
1970,23.309089274172475,55.939615726308354
1961,22.950784909285353,56.01477701161407
1990,23.247070630481694,55.91457457646866
1983,23.30413476363764,55.93205968322172
1980,23.322687012922927,55.93546000501067
2024,23.32942541288372,55.962294497656075
1986,23.30289724497734,55.93859266783509
1993,23.241819291419038,55.90743636106979
1961,23.322077134467207,55.92547600129912
1978,23.271594900496467,55.90505574513464
1987,23.24988298463335,55.914726488758134
1987,23.255868277490837,55.9087348253834
1983,23.26115530549593,55.91918757362447
1960,23.304788747582894,55.94737122800538
1961,23.2937146375506,55.938333754826765
1953,22.95728014950405,55.98382034366228
1976,22.942452393925667,56.00101467801382
1938,23.31855273513491,55.9393989217181
1982,23.30522467215001,55.906920987825224
1967,23.309454013769354,55.93350900248766
1985,22.951016320683156,55.98848366632297
1977,23.269088516627413,55.9141771674802
1910,23.31104374444725,55.927795418755096
1900,23.32657701939982,55.93448416183424
1953,23.34622891786886,55.86133843271595
1974,23.268801422844604,55.9081834363208
1989,23.255143699934063,55.90732002601172
1961,23.32345932903348,55.92604057584107
1972,23.356226472982843,55.91361234472389
1968,23.316246082484028,55.929504314081285
1974,23.292586137905808,55.92033331964882
1982,23.34426241446745,55.92400601004658
1989,23.257235788064815,55.90747639767949
1974,23.268198820375204,55.907910350709855
1978,23.344481914666403,55.9233244339133
1970,22.953310051327467,55.98663454460249
1936,23.316478250649244,55.927223795917726
1973,23.35728414480078,55.916393763960606
1985,23.25146637474724,55.91639807897822
1992,23.24539170706885,55.90795239726992
2000,23.316351313672968,55.91080124707438
1989,23.137545448159454,55.980856093816335
1955,22.939465573859948,56.00294747867571
2021,23.304598682753074,55.92670813845825
1991,23.323269499071607,55.95345707989276
1992,23.24935668566382,55.91298945551185
1981,23.261457067016487,55.91088858394822
1969,23.26580725293143,55.904132006413136
1991,23.305191047118626,55.93563209004216
1928,23.317230178871185,55.935420903872426
1989,22.949921672008987,55.988070080670305
1980,23.289023900884494,55.9182915188609
1982,23.416131274037117,55.865561768340584
1945,23.308537386661097,55.92746695477464
1989,23.2760956537702,55.91498214887939
1955,23.324299818363066,55.924634780819964
1984,23.25495106171331,55.914865050876415
1937,23.30879896051734,55.94063821465963
1988,23.252236188177513,55.91130907741735
1990,23.245002007728694,55.91236992471175
1965,23.3228966610096,55.93078076493384
1984,23.317467483110725,55.937398583715805
1971,23.26985803606843,55.90131728312539
1900,23.31806386633174,55.93260470792278
1988,23.27502111402687,55.91427511306077
1900,23.346353734652993,55.93188664397938
1994,23.25110788703456,55.90760997715532
1954,23.319075238560348,55.935161609932116
1988,23.302043608923,55.933548098147284
1970,23.31906114722372,55.936877376176035
1940,23.309768729248805,55.919406675070384
1900,23.27833977987969,55.93453447833402
1979,23.32613049169483,55.92701644874673
1983,23.261979464537443,55.91875232051509
1983,23.256431609583665,55.91022051513438
1978,23.26881093729389,55.9136275237748
1954,23.321014473776394,55.847115645877786
1985,23.26718274947303,56.10658144098859
1973,23.35676757853967,55.91184542498865
1963,23.31950700312599,55.92239845993978
1960,23.31531633713216,55.94683726038295
1978,23.261898282073442,55.912921511780034
1984,23.256233007408646,55.915582498932395
1993,23.359592156218657,55.95589702936973
1940,22.935531495272034,56.00374907015592
1968,23.329192392919374,55.85347596279799
1982,23.260560888391158,55.91931876006985
1986,23.25102544684738,55.91603605653649
1974,23.358459655195627,55.91592376740029
1977,23.279435971284652,55.92203583904074
1984,23.301669612244872,55.938325195314356
1989,23.247633789646464,55.90862191439235
1961,23.309512079788384,55.93834244223541
1935,23.32060701119973,55.933597956956255
1985,23.251404850566786,55.91460997746701
1971,23.313904183964237,55.93797170348745
1977,23.267343988357688,55.91422968801378
1968,23.324960751900964,55.92435093250155
1969,23.324281997238945,55.93853212645279
1965,23.322355332314306,55.93429032934202
1965,23.320875119499526,55.93382402202886
1976,22.943677167470376,56.000782614884834
1969,23.27641486677435,55.91072582603161
1989,23.30162109180908,55.933905043644344
1960,23.332262315068995,55.92216282044824
1993,23.245009026288955,55.90706966194671
1980,22.94101567527754,56.002547548356965
1985,23.254753211679855,55.91684023561515
1980,23.259833020944782,55.9088216004506
1937,23.315953344671705,55.93067952598367
1987,23.256125687553418,55.91701023550324
1965,23.321675401011326,55.93198681718339
1971,23.313310198987192,55.933548521756954
1966,23.28429491390117,55.91361066461106
1978,23.241913820894425,56.08931574401443
1982,22.936078793192838,56.00016928716643
1982,23.30441732512103,55.90645827082235
1978,23.25459305157247,55.90017475608638
1962,23.308789000199027,55.93670339437033
1982,23.261284876157188,56.1039681072963
1930,23.314449275028014,55.92976383364286
2011,22.934306814611233,56.00047740086051
1954,23.315117649957056,55.93178883561141
1976,23.313999083205477,55.93350744181529
1970,23.267740423362866,55.90168201976267
1973,23.27880487970681,55.91380323072751
1982,23.258434420452755,55.91590121254348
1968,23.29514024722556,55.943561324064795
1974,23.29620341197735,55.941429331683004
1938,23.312852552744616,55.9322792987661
1989,23.24851909166485,55.910810325831584
1988,23.281400503809493,55.91616310341474
1963,23.323949522894345,55.92361772452927
1981,23.263931651795964,55.9153502543419
1987,23.280288686944974,55.91573438617961
1980,23.23793618062134,55.912982211461284
1990,23.247809677816026,55.91192894105647
1961,23.31985419713099,55.926326163939315
1976,23.2660237787254,55.90706193732333
1935,23.32835080115072,55.93741347186089
1970,23.273126342856624,55.90269313420817
1969,23.308555018003673,55.93366566341343
1975,23.270403579562135,55.90888467102266
1961,23.31797787984871,55.92656732861906
1982,23.259611568905747,55.91876506166648
1981,23.356506793480154,55.954623279672184
1985,23.257003320664285,55.91545239455662
1976,23.292517116767627,55.91973102749589
1991,23.30816044199397,55.92617121485044
1974,22.930051339356634,55.99841022833894
1990,23.244177188605192,55.913658499444026
1986,23.250208331705146,55.91610295384925
1954,23.30994500186521,55.922992081083436
1971,23.274412526893094,55.90232340928111
1900,23.212486691341265,55.87829809364245
1963,23.31500201375454,55.92836548364067
1986,22.9389926683546,56.00440775698185
1982,23.314581801772615,55.91228267634218
1967,23.29260647934093,55.94117516428116
1970,23.322109271544846,55.922718246029305
1974,23.274608482365135,55.90981684613066
1989,23.287210966432824,55.921191703238016
1979,23.258173015867044,55.91283624715888
1980,23.25688528324989,55.91242422480357
1964,23.296101245455915,55.92234779575977
2006,23.35754646325341,55.95469158756523
1990,23.249333403226355,55.91336662317543
1954,23.295008126015908,55.91910747905752
1986,23.248901612121802,55.91501696588973
1988,23.257358052756288,55.90777359253769
1991,23.245256507983544,55.90750239025559
1974,23.263814306371035,55.904659123232975
1988,23.25428966068064,55.90682076190944
1964,23.311033952093048,55.93195472058278
1974,23.262761295987467,55.9062159640546
1985,23.25718288815029,55.91610029325053
1975,23.324393955652802,55.92750102971878
1972,23.295182848840568,55.921821500840835
1975,23.26731583509615,55.90724031802028
1962,23.297429106355168,55.92323576006254
1959,23.305647701479803,55.92978641152005
2018,23.24919072822006,55.90916144575899
1935,23.317470799857738,55.93720994908577
1980,23.25565242985805,55.912488649068415
1986,23.28501606358133,55.9413469592211
1980,23.2960356039798,55.947150850731234
1900,23.314059549219966,55.93008507004568
1965,23.316139774592664,55.92918031844678
1995,23.28134796106258,55.90516694321953
1982,23.267231723310914,55.91254909690194
1972,23.311501401344927,55.92274026791049
1993,23.28182826636949,55.917252605468455
1986,23.3167068949218,55.93696316132783
1997,23.30754004659229,55.91519886687901
1981,23.264323007868853,55.91580176965488
1900,23.317470117756454,55.93360757020652
1990,23.24828651267941,55.912084572696926
1987,23.252943113931916,55.90948072048025
1990,22.95457049723083,55.98684288053101
1957,23.327040582596315,55.85323064198324
1964,23.307654479208484,55.93031874773381
1970,23.269556154962263,55.90036323524713
1967,23.319249494166034,55.919746905128655
1978,23.358486091977728,55.95403170865609
1959,23.33091482793551,55.85454540237448
1986,22.94218309485461,56.00265638855693
1936,23.33484954933013,55.94017969754861
1979,23.259526830030506,55.911460925905935
1985,23.260276634894495,55.91828394583058
1975,23.30918050260511,55.931791622875174
1965,23.33957676077947,55.93422213922832
1979,23.263107841043233,55.912398724518084
1992,23.306956089826663,55.929102049353176
1975,23.32498406584122,55.939578056898604
1986,23.24919367480358,55.9148031410742
1962,23.3250100700176,55.92519565071968
1993,23.243611099975684,55.904940960792416
1968,23.32311554392929,55.937501608452706
1987,23.254833846916394,55.91764025946099
1983,23.262298488772032,55.91964360215601
1990,23.424702887683967,55.92332092208902
1958,23.323836626908598,55.92734525287453
1981,23.26141654051435,55.91638627416652
1959,23.213116249655986,55.87640657096286
1990,23.360450225580898,55.95435633645225
1958,22.948020580090922,55.97958221139641
1963,23.319778092435122,55.92975743621672
1993,23.419208961106982,55.8648666305637
1989,23.247286624396633,55.910856701474124
1900,23.300212384457613,55.93481336698242
1968,23.28052340029899,55.914289408239675
1981,23.257510959272523,55.9089783116774
1979,23.27114179659846,55.9044871004198
1964,23.41398445971039,55.86490475325033
1947,23.313179950820988,55.92462718901451
1962,23.31671197089083,55.92485345022126
1965,23.3075371557323,55.92433507890865
1958,23.315368279268725,55.93028100277348
1971,23.356848158585425,55.91374136116219
1992,23.307581571768193,55.94965976904389
1980,23.2606388811149,55.91101842856959
1991,23.30075192699092,55.935957333514395
1968,23.286962419847384,55.91468619203482
1994,22.949639099134117,55.99080771044715
1956,23.328093554017205,55.955971888193844
1964,23.313074572680147,55.92244361114316
1971,23.288906997759298,55.9185603497863
1954,23.30880206674792,55.93147507822311
1900,23.343893951779965,55.914562406101886
1967,23.28295715103692,55.91415986339887
1968,23.278282686434082,55.91005403554326
1985,23.328376796950614,55.920183296792466
1963,23.32543837439452,55.92632991610113
1993,23.243136748552157,55.90384205005224
1973,22.958489298426,55.99904897656834
1959,22.955965188834764,55.98385413398275
1984,23.260768397026457,55.918502503022125
1960,23.309998552184908,55.93708748004703
1958,23.332087548548177,55.85414751090025
1981,23.346853093257828,55.92313040843889
1980,23.304989112238747,55.93171414936691
1985,23.251112910012758,55.91398833736358
1939,22.935001258004796,56.00437335280108
1970,23.32409918049799,55.93524317289064
1900,23.296238165873792,55.93421578727178
1987,23.255981899349973,55.917835853657515
1986,23.262801494522023,55.909998282584176
1991,23.244478280656633,55.90804561671519
1954,23.312051285595988,55.933245043906744
1953,23.32736679224885,55.85283714726621
1962,23.31950700312599,55.92239845993978
1982,23.25976570729361,55.91907142853692
1979,23.264058076683988,55.912898501057676
1991,23.299252553959892,55.93478994482086
1955,23.331635290002776,55.852581911313806
1965,23.32299115102549,55.93270374902887
1966,23.325857845441984,55.925209276290566
1952,23.314175155025065,55.931693757965405
1969,23.316185019461667,55.93297160076513
1969,23.314739448869577,55.934176339541715
1979,23.257884469567433,55.909519576377
1966,23.28515547614125,55.91291494626527
1953,22.95631706646206,55.98268922854669
1910,23.31559752417254,55.93089315359421
1954,23.31838503828415,55.92524900863705
1987,23.29113975703406,55.92858085402593
1961,23.314394721648824,55.9246968400036
1990,23.2469184240651,55.91169890590944
1985,23.302068961235168,55.93213783326815
1900,23.31279608462944,55.928236413425516
1982,22.941898593292784,56.00133334139934
1978,23.288250604182487,55.93604745579352
1971,23.338295370056706,55.92395613689677
1954,23.34064402326664,55.8590986827259
1972,23.26799616848767,55.90423487161799
1964,22.93894304117862,56.003293348980854
1961,23.32435439631578,55.92701570452507
1960,23.315259272219844,55.92466571443396
1972,23.239976659078103,55.914153699172445
1992,23.243542338897633,55.90436558950558
1973,23.265408047470384,55.90494712999913
1983,23.257272720873683,55.91809518286046
1985,23.360489667192848,55.90435460893646
1989,23.311895254942943,55.945659337937236
2008,23.327424883089968,55.921570544635664
1980,23.290019554133202,55.91983344377778
1991,22.947284457723224,56.006086898974736
1998,23.28469964536283,55.917691538685276
1966,23.287701100068155,55.9136573598224
1987,23.25472583456265,55.90826077243089
1986,23.24893813376152,55.915610103416526
1988,23.256314149323188,55.90800086629802
1900,23.32315055514586,55.93824742891996
1985,23.255566771746288,55.91362005948209
1988,23.251171146884744,55.91179670282292
1935,23.309053877891216,55.938007484908404
1979,23.26273161617436,55.91368112090042
1989,23.21096668175264,55.878387181185964
1978,23.261831017290312,55.9139362499473
1980,23.260373149672464,55.90901349992543
1977,23.29024333955517,55.93735257435524
1956,23.313917893880447,55.93085686131591
1989,23.276801578097416,55.91486950957031
1972,23.289610158117743,55.93784301767662
1977,23.271312575519133,55.90987824277106
1969,23.326300979583024,55.92825710198616
1928,23.30164605315305,55.92184034318602
1972,23.299017758234427,55.9362708853844
1971,23.339945631341273,55.92382125418805
1905,23.324641404271382,55.93995348491982
1900,23.244100785966292,55.90936388545283
1990,23.35994010620699,55.9551891465649
1929,23.317365741463703,55.93135213763476
1943,22.93652458956941,56.00320064735776
1980,23.289145978364584,55.939592122022816
1980,23.26390578208837,55.91671559869619
1992,23.243300042856834,55.90448987112635
1988,23.261669319546733,55.91486956997666
1980,23.26053083927243,55.916695384436906
1958,22.97023989424266,55.991224040126475
1953,23.324717184654578,55.85090913164384
1976,23.358355256615422,55.91546506614454
1970,23.32211193058861,55.9216492247582
1986,23.271140618027456,55.91478224124407
1995,23.332522200664414,55.852083643765425
1967,23.343218473297384,55.92518626787226
1979,23.27088363138836,55.910576421100416
1985,22.951061742478558,55.987989947766415
1960,22.934963733320842,56.00515461247096
1976,22.943807213143675,56.001304784331225
1955,23.3128736486997,55.92656591619521
1976,23.302664462741966,55.93373128344811
1993,23.24044195037184,55.90753567744946
1984,23.423398634161053,55.922802769015334
1992,23.246998471628814,55.914996362697295
1965,23.333616025335445,55.92905149800115
1978,23.287773496213156,55.93675439521671
1990,22.92422301835667,55.989501544736555
1962,23.320087306867315,55.92580640820982
1946,23.314756904332086,55.944067243225945
1980,23.261964677957305,55.91532051746299
1937,23.30556313603365,55.93093582221321
2007,23.275761366368,55.915752768081475
1953,23.327940433593948,55.85198683990205
1900,23.306430151690574,55.938837191606474
1984,23.25394276541807,55.91739230986103
1975,23.345723914821864,55.918929131020576
1967,22.940206752403054,56.00457091938064
1971,23.268562207714467,55.90219896636389
1973,23.285631725425592,55.93572686077126
1985,23.301803587207782,55.93443610395275
1993,23.28264838982501,55.90575845510552
1952,23.311695579344114,55.93344967744745
1970,22.945504180127386,56.003160967855116
1995,23.314315442457378,55.92828081293823
1955,22.93924727709867,55.99804048875729
1982,22.940072422088846,56.00244960767094
1976,23.266123163399357,55.90772731274148
1958,23.323989605445103,55.91671861908952
1992,23.283160599272154,55.917871246087614
1948,23.30383135160326,55.923990786812034
1969,23.275218333775083,55.9037026383016
1962,23.36198527121481,55.95837988074357
1975,23.325976572297172,55.943257726966635
1936,23.311955998970657,55.93591260660467
1960,23.31503909615649,55.92444888653004
1984,23.257507417921257,55.91585969401658
1990,23.246482334769617,55.91439130777621
1987,23.30049913613975,55.934886863212995
1959,23.309125887343612,55.93755871461241
1954,23.302246099027524,55.93919985922403
1984,23.310193119627524,55.92613769560839
1985,23.251398824313934,55.913262407117706
1993,23.24007872119926,55.90729986385526
1975,23.33058570549828,55.8551095786247
1979,23.259503989724447,55.91182013080622
1976,23.311439858819643,55.91357674555235
1987,23.309344827268273,55.92525256000051
1954,23.309701332750635,55.92679971979531
1970,23.323702113439435,55.92220595817731
1977,23.266313950166545,55.91202258764642
1961,23.315375858627487,55.92531317407693
1966,23.286620598003555,55.91587902232873
1974,22.927167663263784,55.99544749083364
1980,23.262302798654108,55.91099247130322
1970,23.277409950546712,55.91312128994606
1980,23.256650507103487,55.90964688859675
1971,23.267976959567612,55.90270755210717
1982,22.953019225276584,55.98790776445878
1974,23.326517260790652,55.950842720068536
1979,23.261849591925092,55.9104327756691
2018,23.281700758716617,55.93106851700532
1976,23.136393147348812,55.98151281072219
1980,23.258789903405404,55.91319930308859
1985,23.300544797853522,55.93857035294765
1940,22.936511267876067,56.00368565342223
1959,23.331179523883147,55.85494211891696
1970,23.30465987745666,55.924184119676426
1980,23.259635431814733,55.912476720440765
1985,23.252529732272755,55.91683574680048
1981,23.32850739069044,55.94964081397411
1987,23.29995355615131,55.935853981686385
1983,23.255349866266386,55.915756834233825
1976,23.264320434685427,55.912558693433404
1963,23.32378140962334,55.92408394340033
1955,23.314125169781303,55.9345232773972
1964,23.319574279975402,55.93043007216285
1990,23.30168170107449,55.93320467473539
1987,23.302448800919517,55.93237355521892
1982,23.258123915808888,55.91792064129566
1972,23.356426511672634,55.91215806542352
1982,23.303816672763464,55.93462716484913
1971,23.327511570287196,55.933195645865645
1871,23.31671497366535,55.92468278047133
1956,22.942813263925743,56.00658767479569
1900,23.286827974735623,55.93769219341578
1997,23.280535022596634,55.937844262698235
1966,23.30206847294658,55.92326213149064
1980,22.94200645271168,56.00207991537354
1975,23.325797138347323,55.94252908490716
1988,23.25011682730242,55.91172740350479
1971,23.2654212587492,55.90340203618608
1982,23.335681531486475,55.925235690921134
1953,23.317338358971114,55.95929954489689
2009,23.270159158274204,55.924451697945436
1966,23.284552188753707,55.912668888104385
1992,23.318382567633655,55.943620211222175
1978,23.26336012563794,55.914277795541274
1990,23.24844784130812,55.912840176437086
1981,23.256823155710038,55.90981861810725
1996,23.294460159523254,55.9483905443135
1972,23.243502983774153,56.089397356600614
1983,23.264282655034314,55.911175000855934
1988,23.303312080680872,55.93242335722702
1984,23.25529264067166,55.91373518861184
1953,23.314462403660922,55.93083294183204
1970,22.945597045229295,56.00269460885401
1986,23.251106958520317,55.91346725477502
1980,23.305185615018512,55.92967600444608
1980,23.260179283024232,55.909955609161045
1974,22.943221607237717,56.001614197489566
1980,23.343406556451527,55.92352532712588
1937,23.318594756420296,55.939740526049235
2008,23.267210102636767,55.91030308080218
1992,23.282949838491877,55.918022739400556
1973,23.336283617535646,55.92464602637835
1992,22.928523038276985,55.99744468216651
1970,23.324487086210752,55.851285179889985
1988,23.275209690970264,55.91445589363049
1977,23.277917705355115,55.91420229227479
1983,23.25832088083837,55.9184967743822
1991,23.24442549277608,55.90747034425332
1977,22.94612711462929,56.007370668246566
1932,23.31586754435631,55.93464076608736
1963,23.21490130872646,55.87743311908388
1964,23.319268059241832,55.9305541493859
1900,23.317936300940104,55.91891315892952
1980,23.300669323705574,55.94409590138173
1977,23.267383018269697,55.91300815782447
1977,23.265340920285773,55.91188203454451
1986,23.256501633289297,55.914083867305905
1990,23.357504462511283,55.91758073251102
1972,23.312763950124527,55.949940314636876
1971,23.26720449422327,55.90211902661602
1987,23.255872405693285,55.90851924482639
1925,23.311164955891435,55.92908073611263
1983,23.2559323855684,55.91457452540493
1934,23.320456021162073,55.931252435663865
1983,23.25676859728254,55.91768788251407
1994,23.296997490905007,55.92321533073529
1968,23.32310249636163,55.92631710389708
1989,23.246944583889007,55.908698554488915
1980,23.262684239720823,55.90606278223722
1962,23.28405018770538,55.93643636123647
1987,23.252151384965853,55.91322206082708
1983,23.258315941308457,55.91624187410039
1978,23.266318556104718,55.91516685668065
1954,23.304598496863658,55.94012048942036
1928,23.31575389347967,55.93110064232059
1969,23.322535018811998,55.937749955212546
1978,23.333569072041886,55.95416001201584
1961,23.314193245191984,55.92432739518856
1956,23.30841915572181,55.930511695829466
1964,23.32004403610483,55.93193290734563
1990,22.952216607376982,55.9885477745979
1956,23.30830251230964,55.92807651406003
1962,23.284135456357625,55.91618801178084
1957,23.321712130545713,55.92805225343977
2006,23.358091430797963,55.954658493442146
1971,23.356883928085917,55.91254674445414
1977,23.31310794236968,55.93231665680239
1900,23.299191736010602,55.93549929480338
1989,23.2748587596445,55.91354649058215
1979,23.34629180531005,55.923208282573576
1990,23.249415598182523,55.91242385015447
1981,23.26334324806226,55.916011519254376
1988,23.254230655918416,55.90739535285331
1927,23.314340024257913,55.9341381834751
1962,23.31929117401602,55.92741005661599
1981,23.35656033897777,55.95429117250396
1986,23.249186407253,55.916006893510975
1992,23.332147271088715,55.851596495851105
1998,23.31246278834798,55.932600529888525
1991,23.250018574085964,55.91101710381067
1972,23.26572781289693,55.90410458212679
1973,23.318842530949563,55.93565441496171
1985,22.950196944565985,55.98855754608127
1959,22.936081187157672,56.003583122900785
1983,23.32296325277146,55.939809523684104
1975,23.312072858327227,55.93293074234242
1971,23.28139160971255,55.914914340372114
1979,23.26015653637237,55.91115028553303
2007,23.361679460717177,55.95652771336821
1978,23.262078304237352,55.9127069851773
1963,23.3220443977582,55.94384703155284
2003,22.93040032377309,56.000865815034246
1976,22.92395654899193,55.98870864903945
